22	49
16	16
12
0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	3	4	5	6	7	
8	9	10	11	10	11	10	11	10	11	10	11	9	9	9	9	9	9	10	11	10	11	10	11	10	11	10	11	9	9	9	9	9	9	9	9	9	9	9	9	12	13	14	15	14	15	16	17	18	
19	20	21	22	21	22	21	22	21	22	21	22	23	9	9	9	24	20	21	22	21	22	21	22	21	22	21	22	23	9	9	9	9	9	9	9	9	9	9	9	25	26	27	28	29	28	30	31	32	
33	34	35	34	35	34	35	34	35	34	35	34	36	11	10	11	37	34	35	34	35	34	35	34	35	34	35	34	36	11	10	11	10	11	10	11	10	11	10	11	38	39	40	41	42	41	43	44	45	
46	47	48	49	50	47	51	47	51	47	51	47	52	22	21	22	53	47	48	49	50	47	51	47	51	47	51	47	52	22	21	22	21	22	21	22	54	55	56	55	57	27	58	59	60	61	62	63	64	
33	34	65	66	67	34	35	34	35	34	35	34	35	34	35	34	35	34	65	66	67	34	35	34	35	34	35	34	35	34	35	34	35	34	35	34	65	66	68	66	69	70	71	72	40	41	73	17	18	
74	49	75	69	76	49	77	49	77	49	77	49	77	49	77	49	77	49	75	69	76	49	77	49	77	49	77	49	77	49	77	49	77	49	77	49	75	69	69	69	69	78	79	80	78	61	81	31	82	
83	66	84	85	68	66	68	66	68	66	68	66	68	66	68	66	68	66	84	85	68	66	68	66	68	66	68	66	68	66	68	66	68	66	68	66	84	85	69	69	69	70	86	17	40	41	43	44	18	
87	88	89	90	69	69	91	88	91	88	69	69	91	88	69	69	91	88	89	90	69	69	91	88	91	88	69	69	91	88	69	69	69	69	69	69	89	90	69	69	69	92	93	69	92	94	95	96	82	
97	98	99	100	101	102	103	98	104	98	105	102	103	98	105	102	103	98	99	100	101	102	103	98	104	98	105	102	103	98	105	102	102	102	106	107	108	100	109	110	111	112	113	114	115	116	117	44	18	
118	119	120	121	122	123	124	119	125	119	126	123	124	119	126	123	124	119	120	121	122	123	124	119	125	119	126	123	124	119	126	123	123	123	127	128	129	121	130	131	132	133	134	135	136	137	138	139	140	
141	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	143	
69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	144	
69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	145	
69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	145	
69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	145	
69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	145	
69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	145	
69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	145	
69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	145	
146	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	145	
147	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	69	145	
