60
1	1	171	142	16	32
1	1	220	148	16	32
1	1	331	128	16	32
1	1	470	139	16	32
-1	0	0	192	768	16
-1	0	2784	48	32	16
-1	0	1520	112	160	16
-1	0	2160	112	272	16
-1	0	2720	112	208	16
-1	0	2624	128	32	16
-1	0	1456	144	48	16
-1	0	1696	144	96	16
-1	0	2432	144	48	16
-1	0	2656	144	48	16
-1	0	2944	144	176	16
-1	0	3536	144	48	16
-1	0	3488	176	32	16
-1	0	768	208	1584	16
-1	0	2368	208	192	16
-1	0	2624	208	48	16
-1	0	2688	208	896	16
-1	0	2400	288	32	16
-1	0	2304	320	224	16
-1	0	2560	320	32	16
-1	0	2624	320	160	16
-1	0	2784	352	32	16
-1	0	2752	384	32	16
-2	2	1392	200	16	8	IsRightStair	1	IsTop	0
-2	2	1456	128	16	16	IsRightStair	1	IsTop	1
-2	2	1488	135	16	9	IsRightStair	1	IsTop	0
-2	2	1520	96	16	16	IsRightStair	1	IsTop	1
-1	0	1504	112	16	16
-1	0	1440	144	16	16
-2	2	1664	96	16	16	IsRightStair	0	IsTop	1
-1	0	1680	112	16	16
-2	2	1696	136	16	8	IsRightStair	0	IsTop	0
-2	2	2064	200	16	8	IsRightStair	1	IsTop	0
-2	2	2160	96	16	16	IsRightStair	1	IsTop	1
-1	0	2144	112	16	16
-2	2	2528	200	15	8	IsRightStair	0	IsTop	0
-2	2	2464	128	16	16	IsRightStair	0	IsTop	1
-2	2	2384	280	16	8	IsRightStair	0	IsTop	0
-2	2	2336	224	16	16	IsRightStair	0	IsTop	1
-1	0	2480	144	16	16
-2	2	2736	312	16	8	IsRightStair	0	IsTop	0
-2	2	2656	224	16	16	IsRightStair	0	IsTop	1
-2	2	2656	192	16	16	IsRightStair	0	IsTop	1
-2	2	2336	192	16	16	IsRightStair	0	IsTop	1
-2	2	2688	128	16	16	IsRightStair	0	IsTop	1
-2	2	2752	200	16	8	IsRightStair	0	IsTop	0
-1	0	2704	144	16	16
-2	2	2912	96	16	16	IsRightStair	0	IsTop	1
-2	2	2944	136	16	8	IsRightStair	0	IsTop	0
-2	2	3104	128	16	16	IsRightStair	0	IsTop	1
-2	2	3168	200	16	8	IsRightStair	0	IsTop	0
-2	2	3504	168	16	8	IsRightStair	1	IsTop	0
-2	2	3536	128	16	16	IsRightStair	1	IsTop	1
-1	0	3520	144	16	16
-1	0	3120	144	16	16
-1	0	2928	112	16	16
