42
-1	0	4	176	777	12	
-1	0	14	79	113	17	
-1	0	142	113	178	15	
-1	0	688	144	33	15	
-1	0	736	112	47	15	
-2	4	147	105	15	6	IsRightStair	0	IsTop	0	
-2	4	115	70	11	9	IsRightStair	0	IsTop	1	
-2	4	309	101	10	11	IsRightStair	0	IsTop	1	
-2	4	375	169	12	7	IsRightStair	0	IsTop	0	
-2	4	703	138	13	7	IsRightStair	1	IsTop	0	
-2	4	735	102	13	10	IsRightStair	1	IsTop	1	
2	2	108	47	8	16	
2	2	171	80	8	16	
2	2	235	49	8	16	
2	2	373	109	8	16	
2	2	311	142	8	16	
2	2	427	145	8	16	
2	2	494	144	8	16	
2	2	558	114	8	16	
2	2	622	145	8	16	
2	2	680	127	8	16	
2	2	754	112	8	16	
4	1	199	78	16	32	
4	1	281	78	16	32	
4	1	344	142	16	32	
4	1	289	142	16	32	
4	1	210	142	16	32	
4	1	565	142	16	32	
4	1	532	142	16	32	
15	2	311	143	9	16	
16	2	103	48	17	16	
15	2	170	81	9	16	
17	2	230	50	17	16	
18	2	368	110	17	16	
15	2	426	146	9	16	
15	2	493	145	9	16	
5	2	554	113	17	17	
15	2	621	147	9	16	
16	2	668	128	17	16	
5	2	751	111	17	17	
19	2	704	144	16	15	
27	1	630	58	16	16	
