24
416
0	0	200	200	9	0	5	6	7	8	22	23	24	25	
200	0	200	200	6	0	9	10	11	25	26	
400	0	200	200	3	0	12	13	
600	0	200	200	14	0	1	2	14	15	16	27	33	34	35	36	42	43	47	
800	0	200	200	11	0	2	3	17	27	31	37	38	44	48	49	
1000	0	200	200	8	0	3	18	19	20	28	29	30	
1200	0	200	200	7	0	4	21	32	39	40	41	
1400	0	200	200	3	0	4	40	
0	200	200	200	2	45	46	
200	200	200	200	0	
400	200	200	200	0	
600	200	200	200	0	
800	200	200	200	0	
1000	200	200	200	0	
1200	200	200	200	0	
1400	200	200	200	0	
0	400	200	200	0	
200	400	200	200	0	
400	400	200	200	0	
600	400	200	200	0	
800	400	200	200	0	
1000	400	200	200	0	
1200	400	200	200	0	
1400	400	200	200	0	
